Episode,Reward,Episode Steps
1,9.21514672143706,11
2,19.405294819329153,25
3,6.428364952126063,8
4,10.484020043155882,13
5,15.9101125483787,16
6,17.004060264171102,16
7,9.66164478565888,11
8,5.548350131973422,7
9,7.419433698704309,9
10,11.749740572206887,18
11,14.274888505955555,18
12,13.097455383612353,14
13,9.038969350329893,10
14,12.33383415686567,13
15,12.789431698524288,24
16,6.364156785252374,8
17,17.83314488362408,19
18,37.615424917958244,67
19,201.59929030580855,149
20,178.56801720238974,201
21,481.8771386428684,500
22,58.18973908428357,88
23,204.14346240135964,237
24,257.3159758013318,230
25,483.6015533466672,500
26,112.27136318525939,84
27,239.97960676888164,209
28,253.95464155304734,227
29,188.139660290783,161
30,92.7533296033202,64
31,107.16407788258016,77
32,94.70600974073348,66
33,76.04721758909976,48
34,89.44203208830774,61
35,81.62056433315696,54
36,98.31129964196194,72
37,85.50275860649795,53
38,85.23712691415592,57
39,79.11572091553099,50
40,84.05433351066988,49
41,70.08880966789381,42
42,74.11444963537156,44
43,63.974464271408245,38
44,86.79037474595654,50
45,75.03320637428727,47
46,72.11967942262112,43
47,70.67847357557463,42
48,78.51987208168963,49
49,82.87909319921087,53
50,83.24526914118746,48
51,95.73939131260398,64
52,113.29784430295412,68
53,101.30233929363298,63
54,81.71216168285625,52
55,93.0209377818392,52
56,122.12528184975599,63
57,71.17517461072677,42
58,74.51261850351379,43
59,98.85470116332267,55
60,70.54765080877397,40
61,68.18003082308317,39
62,66.36158618146635,39
63,85.5919470273013,47
64,59.920182053768876,34
65,60.24873545830632,35
66,69.46816209350477,39
67,54.04311002554845,31
68,60.75786705504809,34
69,48.30255566586704,28
70,115.01963621186633,61
71,84.34171557530536,43
72,41.27132629365037,22
73,60.21809041735607,32
74,55.07248966944344,29
75,69.635476017355,39
76,70.03403444545877,36
77,41.79721787115806,22
78,61.00049514600804,35
79,48.154441617717914,25
80,66.92067285952479,38
81,57.841041474016826,34
82,51.20544760499129,32
83,49.29202204918881,31
84,68.20137502338206,41
85,15.793665496085083,16
86,18.628484537852465,18
87,12.181511223250807,14
88,12.279057491352994,14
89,10.600716764583012,13
90,11.464935775155004,14
91,10.619332749287889,13
92,11.403748226196313,14
93,7.659241386038164,12
94,9.427347428990075,13
95,10.947500050251804,13
96,9.152238682772136,12
97,10.02350987135646,13
98,12.502059264032273,15
99,10.945516453397607,15
100,10.871285963109479,14
101,8.19457223595422,11
102,14.68060537700322,17
103,204.0685585063705,90
104,44.46224340517645,33
105,47.73545862417926,33
106,77.37666857268707,43
107,40.13509932038444,31
108,222.49245439850978,95
109,117.80092841410931,58
110,205.37568676727915,89
111,81.80572228042493,45
112,103.61231234438252,54
113,218.29158000978015,93
114,109.31573589182175,56
115,100.44995250950812,53
116,240.75905467686553,102
117,89.0938609232665,50
118,90.51363469624195,50
119,105.98992290339055,58
120,128.15940972878943,66
121,77.3172459824215,48
122,79.50481541121438,52
123,92.27185524958728,54
124,89.18444959377686,57
125,98.56293138412433,64
126,93.03623095793482,63
127,86.40700233443776,53
128,127.53901004638229,102
129,118.74823940407617,82
130,126.3562484181556,92
131,96.99448401914563,62
132,105.83638591908552,79
133,208.8317538949196,171
134,129.5836472207114,101
135,111.48305159798595,83
136,187.29941578091385,161
137,33.10961344077615,64
138,153.2711815788672,188
139,322.5755419911015,360
140,19.57478674465414,50
141,8.74205310002391,40
142,99.6194119427297,133
143,430.24143727410166,469
144,256.78700007792617,232
145,181.89342561634282,156
146,392.84235284594286,372
147,184.02036416627575,160
148,188.5861146657653,162
149,298.09552848429377,275
150,222.70632634675417,199
