Episode,Reward,Episode Steps
1,16.95562227110186,19
2,93.57173943268053,61
3,24.30187201936617,25
4,19.734658248973712,22
5,20.829192784033534,18
6,26.61886686238669,19
7,102.11140651818307,53
8,180.37436776129675,81
9,130.16321710632496,63
10,11.267757948166421,13
11,67.11384470319167,41
12,80.8683808607289,73
13,53.54092048327413,30
14,30.622268103259604,29
15,52.90289153396484,43
16,66.5290709689547,36
17,96.78562672704726,64
18,1.745634962670385,22
19,46.44362029301522,36
20,95.44118864069088,52
21,53.879421163522416,35
22,37.20953587807257,37
23,56.05634832969386,31
24,-0.3716045702377526,13
25,2.4195763405720134,19
26,6.640081640515815,11
27,94.53147107467913,55
28,48.38882859618373,27
29,45.390447765845224,25
30,7.1028363211044105,13
31,5.788960262226625,14
32,42.30650009915597,23
33,55.32357883882281,32
34,1.3468341450195176,18
35,42.6581723235108,24
36,46.00532546563637,25
37,46.52084569526312,26
38,2.635703684919916,15
39,1.816491507983109,13
40,47.79743076820735,27
41,45.371075508210254,25
42,9.561839945792222,14
43,38.53468947375324,22
44,5.232467080917997,12
45,67.60512266461284,46
46,43.08104795452461,24
47,6.896251321126694,12
48,43.9765184418209,31
49,2.512787978037839,14
50,46.56661462748581,26
51,50.67068413911238,34
52,7.255220090581154,12
53,43.0180702201847,23
54,48.27262131173941,35
55,7.003621628851917,14
56,-0.5740934706136809,13
57,39.03056830545937,21
58,59.58504409127984,43
59,0.15194600491169585,9
60,1.8679894524604361,13
61,8.27332547434955,15
62,38.58530709613613,21
63,36.693613183917144,20
64,39.01300239092078,21
65,0.5041624204319171,12
66,4.701087260234795,12
67,40.57099401862401,22
68,42.7470645135675,24
69,45.70879345935606,32
70,42.538356713189295,31
71,49.5808838633823,36
72,43.64268613064794,32
73,46.13343840393221,34
74,0.600231129822093,12
75,4.6641649256450775,11
76,43.038654284979664,32
77,45.19676577435061,33
78,57.650380830926196,39
79,5.630594419090064,16
80,53.59534393292148,38
81,39.957306144996835,22
82,59.31231809009633,34
83,46.81000468548998,33
84,4.616031055731309,15
85,5.6639716868570655,12
86,43.02117778190119,24
