Episode,Reward,Episode Steps
1,9.21514672143706,11
2,18.31265818481188,25
3,11.168288894509532,13
4,3.734321858369379,7
5,12.186437065752434,15
6,17.336381240189628,23
7,10.754775164670836,13
8,17.077679143793034,18
9,12.109750702145162,18
10,14.230679551080321,17
11,15.165285827556723,16
12,30.907345587155113,38
13,4.809454803792348,8
14,9.298520571504273,14
15,27.413887592873046,47
16,8.256689267253105,13
17,40.19719188034493,30
18,10.63666224040596,16
19,11.742848739259546,14
20,28.927653349593196,37
21,26.99183796673147,31
22,30.047191855450635,26
23,19.303058260743146,20
24,11.460721723307213,14
25,26.05595307148421,33
26,30.014629239335044,37
27,49.3825313484375,51
28,11.120552031360027,14
29,25.059118677806,25
30,8.294767447621947,12
31,6.774994947833726,9
32,51.77373576133155,37
33,6.729953562151095,10
34,10.732528668084571,14
35,7.788990869095025,10
36,48.64707479740176,41
37,22.059138660171804,45
38,16.551687566910317,20
39,30.830597875381223,39
40,31.11445487223897,30
41,26.55212037434916,39
42,34.11124059709802,34
43,34.93725725629263,46
44,8.800463354610375,11
45,26.12243672794442,28
46,41.20947639398362,38
47,13.086499207007451,18
48,58.6868463470253,75
49,19.270475399842052,31
50,17.945405917781436,18
51,20.231338708049286,26
52,65.19557681657116,58
53,24.262615674528327,31
54,144.33157370371103,112
55,140.89790898830523,99
56,16.840232301704575,17
57,75.68520968351473,55
58,175.6451245201165,141
59,58.947421875990464,68
60,46.56139294983211,48
61,17.20543651988627,19
62,272.0787246124501,120
63,29.41529469748757,50
64,131.4948864450445,116
65,144.47820214687374,107
66,58.91064631565556,64
67,36.540714145075945,35
68,13.39265315809829,15
69,20.045560681383037,24
70,233.83436011683727,141
71,6.599945469353306,9
72,7.422192252958005,9
73,62.39524863134167,41
74,90.53345222565778,79
75,27.413916140543076,38
76,43.68080625372857,57
77,6.7390448931485185,9
78,26.721295084183964,23
79,74.44952207317696,74
80,82.70368391888425,52
81,190.6068246088563,127
82,105.46953695822305,97
83,14.89868138750187,16
84,37.45697671793147,43
85,19.029981601488146,29
86,27.143666071109667,34
87,16.237733359710614,20
88,63.25989120222235,76
89,41.21522744147279,52
90,51.362404191140826,40
91,11.14906093505433,13
92,5.480529618580721,8
93,72.75941322950828,48
94,24.59874152225737,28
95,130.4375813534733,75
96,17.107169440073424,17
97,112.18042087573991,100
98,80.17289336462987,50
99,72.73836581900026,88
100,103.39176671768529,59
101,128.32564670379847,134
102,9.52014164773992,13
103,78.49183453089329,60
104,45.173501751327876,36
105,15.830353269534125,21
