timesteps,mean_reward,std_reward,mean_steps
5000,1558.8865,39.33989,492.9
10000,1046.9486,12.0145235,331.8
15000,1466.1633,188.88327,455.2
20000,1537.268,53.97605,499.9
25000,692.2947,2.5647218,214.8
30000,886.07947,14.202292,279.0
35000,1437.9221,39.202396,500.0
40000,162.94594,214.06076,66.3
45000,1512.8203,109.47118,487.0
50000,1413.4719,157.90808,432.6
