timesteps,mean_reward,std_reward,mean_steps
5000,1682.4857,18.147533,500.0
10000,795.21576,668.44867,277.1
15000,1482.4607,457.72287,455.4
20000,1566.4785,35.38358,496.1
25000,1523.4827,191.93567,437.1
30000,797.71814,647.70917,280.4
35000,1094.9268,79.02748,327.1
40000,1594.8839,48.983955,453.5
45000,1192.1418,197.30243,348.8
50000,1567.5557,40.31917,500.0
