timesteps,mean_reward,std_reward,mean_steps
5000,1200.858,121.70006,340.4
10000,385.01712,348.9998,143.3
15000,702.18823,4.3508124,241.2
20000,866.7661,28.330555,258.4
25000,1142.1582,7.7134767,357.2
30000,1485.109,30.658648,496.3
35000,937.3053,54.794453,270.1
40000,1492.532,176.13124,469.1
45000,1580.8883,62.12757,500.0
50000,1281.0164,196.84123,368.5
55000,1123.9066,133.8719,335.0
60000,1004.7528,109.15634,294.1
