timesteps,mean_reward,std_reward,mean_steps
20000,326.14722,6.4503956,168.6
40000,506.3007,0.7387757,500.0
60000,537.36536,0.59525937,500.0
80000,1413.6956,141.39104,483.6
100000,937.0096,10.951867,286.5
120000,1405.31,4.773318,500.0
140000,1519.1576,123.438736,476.4
160000,1505.2825,193.8239,455.2
180000,1489.5166,1.585407,500.0
200000,1591.3322,2.2711813,500.0
