timesteps,mean_reward,std_reward,mean_steps
20000,509.2814,0.6015267,500.0
40000,512.3517,0.65993696,500.0
60000,634.80896,2.710698,322.4
80000,628.94244,1.330179,213.3
100000,293.88382,1.8144586,128.2
120000,891.9867,7.6542497,266.8
140000,943.14813,29.249193,299.0
160000,1481.0157,65.020775,482.8
180000,1038.195,20.02079,313.3
200000,1435.2587,80.410995,445.0
