timesteps,mean_reward,std_reward,mean_steps
20000,499.93423,0.41636872,500.0
40000,356.80975,6.079179,213.3
60000,863.14484,6.1221266,265.7
80000,247.05098,8.048868,121.5
100000,1367.1299,14.174323,500.0
120000,1516.4542,7.8039165,500.0
140000,1564.347,48.423416,493.5
160000,1429.2865,11.65375,500.0
180000,1482.4254,3.253236,500.0
200000,1549.0017,4.4250712,500.0
